statement_id,witness_id,stage,raw_text,cleaned_text,entity_person,entity_time,entity_location,entity_event,text_similarity_score,time_inconsistency_flag,location_inconsistency_flag,entity_contradiction_flag,risk_level,preparedness_level
S328,W20,examination,On whose statement were FIRs registered? FIRs were registered on the statement of Mangat Ram.,on whose statement were firs registered? firs were registered on the statement of mangat ram.,[],[],[],[],,,,,,
S329,W21,examination,What was the first step you took in investigation? I reached the spot and inspected the scene of occurrence.,what was the first step you took in investigation? i reached the spot and inspected the scene of occurrence.,[],[],[],[],,,,,,
S330,W21,examination,What articles were seized from the spot? Blood-stained earth and empty cartridges were seized.,what articles were seized from the spot? blood-stained earth and empty cartridges were seized.,[],[],[],[],,,,,,
S331,W21,examination,What document did you prepare at the spot? I prepared the site plan.,what document did you prepare at the spot? i prepared the site plan.,[],[],[],[],,,,,,
S332,W22,examination,"Were you present during recovery of weapon? Yes, I was present during recovery of the gun.","were you present during recovery of weapon? yes, i was present during recovery of the gun.",[],[],[],[],,,,,,
S333,W22,examination,From where was the gun recovered? The gun was recovered from the house of accused Babu Ram.,from where was the gun recovered? the gun was recovered from the house of accused babu ram.,[],[],[],[],,,,,,
S334,W22,examination,What was the condition of the gun? The gun was in working condition.,what was the condition of the gun? the gun was in working condition.,[],[],[],[],,,,,,
S335,W23,examination,"What articles did you examine? The gun, cartridges and bullets were examined.","what articles did you examine? the gun, cartridges and bullets were examined.",[],[],[],[],,,,,,
S336,W23,examination,What was your opinion? The cartridges were fired from the recovered gun.,what was your opinion? the cartridges were fired from the recovered gun.,[],[],[],[],,,,,,
S337,W21,cross_examination,Did you join any independent public witness during seizure? No independent public witness was joined.,did you join any independent public witness during seizure? no independent public witness was joined.,[],[],[],[],,,,,,
S338,W21,cross_examination,"Was the site plan prepared at the instance of an eyewitness? No, it was prepared based on my observation.","was the site plan prepared at the instance of an eyewitness? no, it was prepared based on my observation.",[],[],[],[],,,,,,
S339,W2,examination,When did your wife go missing? On 07.02.2007 at about 5:00 PM.,when did your wife go missing? on 07.02.2007 at about 5:00 pm.,[],[],[],[],,,,,,
S340,W2,examination,With whom did she leave the beauty parlour? She left with accused Anju.,with whom did she leave the beauty parlour? she left with accused anju.,[],[],[],[],,,,,,
S341,W2,examination,What complaint did you lodge first? A missing person complaint.,what complaint did you lodge first? a missing person complaint.,[],[],[],[],,,,,,
S342,W2,examination,"What articles was your wife wearing? Gold rings, bangles, chains, earrings and slippers.","what articles was your wife wearing? gold rings, bangles, chains, earrings and slippers.",[],[],[],[],,,,,,
S343,W2,examination,"Did you identify recovered jewellery? Yes, I identified jewellery belonging to my wife.","did you identify recovered jewellery? yes, i identified jewellery belonging to my wife.",[],[],[],[],,,,,,
S344,W2,examination,"Did you identify any mobile phone? Yes, Nokia phone recovered belonged to my wife.","did you identify any mobile phone? yes, nokia phone recovered belonged to my wife.",[],[],[],[],,,,,,
S345,W3,examination,Who was Anil Kumar to you? He was my employee.,who was anil kumar to you? he was my employee.,[],[],[],[],,,,,,
S346,W3,examination,"Did you give SIM card to Anil? No, I did not.","did you give sim card to anil? no, i did not.",[],[],[],[],,,,,,
S347,W4,examination,What did Anil hand over to you? A Nokia mobile phone.,what did anil hand over to you? a nokia mobile phone.,[],[],[],[],,,,,,
S348,W4,examination,When was it seized? On 26.02.2007 by police.,when was it seized? on 26.02.2007 by police.,[],[],[],[],,,,,,
S349,W9,examination,"Did you purchase a mobile phone? Yes, from a person in Bareilly.","did you purchase a mobile phone? yes, from a person in bareilly.",[],[],[],[],,,,,,
S350,W9,cross_examination,"Did you buy it from Anil? No, I did not buy it from Anil.","did you buy it from anil? no, i did not buy it from anil.",[],[],[],[],,,,,,
S351,W10,examination,Who hired your TSR on 07.02.2007? Prem Pal hired my TSR.,who hired your tsr on 07.02.2007? prem pal hired my tsr.,[],[],[],[],,,,,,
S352,W10,examination,"Who all travelled in the TSR? Anil, Anju, Prem Pal and a lady.","who all travelled in the tsr? anil, anju, prem pal and a lady.",[],[],[],[],,,,,,
S353,W10,examination,What condition was the lady in? She was vomiting.,what condition was the lady in? she was vomiting.,[],[],[],[],,,,,,
S354,W10,cross_examination,"Did you earlier say Prem Pal was alone? Yes, in my Section 164 statement.","did you earlier say prem pal was alone? yes, in my section 164 statement.",[],[],[],[],,,,,,
S355,W11,examination,"Did accused sell jewellery to you? Yes, two bangles and a ring were sold.","did accused sell jewellery to you? yes, two bangles and a ring were sold.",[],[],[],[],,,,,,
S356,W11,cross_examination,"Can you identify the accused? No, I cannot identify them.","can you identify the accused? no, i cannot identify them.",[],[],[],[],,,,,,
S357,W14,examination,What work did your mother do? She ran a beauty parlour.,what work did your mother do? she ran a beauty parlour.,[],[],[],[],,,,,,
S358,W14,examination,Who came to the parlour on 07.02.2007? Accused Anju came.,who came to the parlour on 07.02.2007? accused anju came.,[],[],[],[],,,,,,
S359,W14,examination,"Did Anju make a call before leaving? Yes, from a nearby STD booth.","did anju make a call before leaving? yes, from a nearby std booth.",[],[],[],[],,,,,,
S360,W14,examination,"Did you identify jewellery? Some jewellery yes, bangles no.","did you identify jewellery? some jewellery yes, bangles no.",[],[],[],[],,,,,,
S361,W23,examination,What records did you provide? Call detail records of two mobile numbers.,what records did you provide? call detail records of two mobile numbers.,[],[],[],[],,,,,,
S362,W23,examination,"Were IMEI numbers traced? Yes, IMEI numbers were identified.","were imei numbers traced? yes, imei numbers were identified.",[],[],[],[],,,,,,
S363,W28,examination,What step did you take after suspicion on Anju? I traced her residence and family.,what step did you take after suspicion on anju? i traced her residence and family.,[],[],[],[],,,,,,
S364,W28,examination,What was written on the photograph? Mobile number 9999453703.,what was written on the photograph? mobile number 9999453703.,[],[],[],[],,,,,,
S365,W28,examination,"Were accused absconding? Yes, leaving behind their child.","were accused absconding? yes, leaving behind their child.",[],[],[],[],,,,,,
S366,W30,examination,"Where was the dead body found? PS Loni, Ghaziabad.","where was the dead body found? ps loni, ghaziabad.",[],[],[],[],,,,,,
S367,W30,examination,"Was the body identified immediately? No, it was unidentified.","was the body identified immediately? no, it was unidentified.",[],[],[],[],,,,,,
S368,W31,examination,What was the cause of death? Death due to asphyxia.,what was the cause of death? death due to asphyxia.,[],[],[],[],,,,,,
S369,PW31,examination,"Were injuries animal-caused? Yes, facial injuries were post-death.","were injuries animal-caused? yes, facial injuries were post-death.",[],[],[],[],,,,,,
S370,W01,examination,Where did the incident take place? The incident took place on Bara Bazar Street near shop No.512.,where did the incident take place? the incident took place on bara bazar street near shop no.512.,[],[],[],[],,,,,,
S371,W01,examination,When did the incident occur? On 24.05.1985 at about 4:00 PM.,when did the incident occur? on 24.05.1985 at about 4:00 pm.,[],[],[],[],,,,,,
S372,W01,examination,What caused the quarrel? A dispute arising after a Food Department raid.,what caused the quarrel? a dispute arising after a food department raid.,[],[],[],[],,,,,,
S373,W01,examination,Who attacked your group? Members of Murari Lal’s group attacked us.,who attacked your group? members of murari lal’s group attacked us.,[],[],[],[],,,,,,
S374,W01,examination,"What weapons were used? Dandas, bottles and blunt objects were used.","what weapons were used? dandas, bottles and blunt objects were used.",[],[],[],[],,,,,,
S375,W02,examination,"Did you receive injuries in the incident? Yes, I received a lacerated injury on my head.","did you receive injuries in the incident? yes, i received a lacerated injury on my head.",[],[],[],[],,,,,,
S376,W02,examination,Where were you standing at that time? I was standing between shop No.512 and shop No.518.,where were you standing at that time? i was standing between shop no.512 and shop no.518.,[],[],[],[],,,,,,
S377,W02,examination,"Were any shops damaged? No, no shops were damaged.","were any shops damaged? no, no shops were damaged.",[],[],[],[],,,,,,
S378,W03,examination,What information did you receive initially? I received information of rioting between two groups.,what information did you receive initially? i received information of rioting between two groups.,[],[],[],[],,,,,,
S379,W03,examination,What DD entry was recorded? DD No.24-A was recorded at 4:05 PM.,what dd entry was recorded? dd no.24-a was recorded at 4:05 pm.,[],[],[],[],,,,,,
S380,W03,examination,"How many FIRs were registered? Two FIRs were registered, No.183/1985 and 184/1985.","how many firs were registered? two firs were registered, no.183/1985 and 184/1985.",[],[],[],[],,,,,,
S381,W03,examination,Whose statements were recorded? Statements of Vijay Kumar and Murari Lal were recorded.,whose statements were recorded? statements of vijay kumar and murari lal were recorded.,[],[],[],[],,,,,,
S382,W04,examination,What injury did you suffer? I suffered a lacerated wound on the back of my head.,what injury did you suffer? i suffered a lacerated wound on the back of my head.,[],[],[],[],,,,,,
S383,W04,examination,What type of weapons were used? Blunt objects were used.,what type of weapons were used? blunt objects were used.,[],[],[],[],,,,,,
S384,W05,examination,"Did you receive injuries? Yes, I suffered lacerated injuries and abrasions.","did you receive injuries? yes, i suffered lacerated injuries and abrasions.",[],[],[],[],,,,,,
S385,W05,examination,Where were you injured? On my head and lip.,where were you injured? on my head and lip.,[],[],[],[],,,,,,
S386,W06,examination,Who poured hot oil on Ashok? Vijay poured hot oil on Ashok.,who poured hot oil on ashok? vijay poured hot oil on ashok.,[],[],[],[],,,,,,
S387,W06,examination,From where was the oil taken? From a nearby namkeen shop.,from where was the oil taken? from a nearby namkeen shop.,[],[],[],[],,,,,,
S388,W07,examination,What weapon was Rajesh carrying? Rajesh was carrying a palta.,what weapon was rajesh carrying? rajesh was carrying a palta.,[],[],[],[],,,,,,
S389,W07,examination,Whom did Rajesh hit with the palta? Rajesh hit Murari Lal.,whom did rajesh hit with the palta? rajesh hit murari lal.,[],[],[],[],,,,,,
S390,W09,examination,Who caused burn injuries to Ashok? Vijay caused burn injuries by pouring hot oil.,who caused burn injuries to ashok? vijay caused burn injuries by pouring hot oil.,[],[],[],[],,,,,,
S391,W09,examination,Who injured Murari Lal’s finger? Rajesh injured Murari Lal’s finger with a palta.,who injured murari lal’s finger? rajesh injured murari lal’s finger with a palta.,[],[],[],[],,,,,,
S392,W10,examination,"Were weapons brought from outside? No, objects lying nearby were used.","were weapons brought from outside? no, objects lying nearby were used.",[],[],[],[],,,,,,
S393,W10,examination,"Was the fight sudden? Yes, it was a sudden mutual fight.","was the fight sudden? yes, it was a sudden mutual fight.",[],[],[],[],,,,,,
S394,W31,examination,What was the cause of Ashok’s death? Septicaemia due to burn injuries.,what was the cause of ashok’s death? septicaemia due to burn injuries.,[],[],[],[],,,,,,
S395,W31,examination,What percentage of burns were present? About 30–40% burns were present.,what percentage of burns were present? about 30–40% burns were present.,[],[],[],[],,,,,,
S396,W31,examination,"Were the injuries sufficient to cause death? Yes, they were sufficient to cause death.","were the injuries sufficient to cause death? yes, they were sufficient to cause death.",[],[],[],[],,,,,,
S397,W01,examination,How did you know the deceased Surender Lal Dev? He was my neighbour and I helped him get a job at a sweet shop.,how did you know the deceased surender lal dev? he was my neighbour and i helped him get a job at a sweet shop.,[],[],[],[],,,,,,
S398,W01,examination,When did the deceased leave his job? He left the job on 30.06.2013 after settling dues.,when did the deceased leave his job? he left the job on 30.06.2013 after settling dues.,[],[],[],[],,,,,,
S399,W01,examination,When did you last visit the accused house before the incident? I visited the house on 23.11.2013 in the evening.,when did you last visit the accused house before the incident? i visited the house on 23.11.2013 in the evening.,[],[],[],[],,,,,,
S400,W01,examination,What happened during the night of 23.11.2013? A quarrel took place among the accused persons.,what happened during the night of 23.11.2013? a quarrel took place among the accused persons.,[],[],[],[],,,,,,
S401,W01,examination,What did accused Md. Aslam say during the quarrel? He said he would dig out the dead body and implicate others.,what did accused md. aslam say during the quarrel? he said he would dig out the dead body and implicate others.,[],[],[],[],,,,,,
S402,W01,examination,What information were you given earlier about the deceased? I was told he had gone to Lucknow or Kanpur.,what information were you given earlier about the deceased? i was told he had gone to lucknow or kanpur.,[],[],[],[],,,,,,
S403,W01,cross_examination,"Did you see the murder take place? No, I did not witness the murder.","did you see the murder take place? no, i did not witness the murder.",[],[],[],[],,,,,,
S404,W02,examination,What information was received on 24.11.2013? A call about a quarrel at Bhagya Vihar was received.,what information was received on 24.11.2013? a call about a quarrel at bhagya vihar was received.,[],[],[],[],,,,,,
S405,W02,examination,What DD number was recorded? DD No.16A was recorded.,what dd number was recorded? dd no.16a was recorded.,[],[],[],[],,,,,,
S406,W03,examination,"Where did you go after receiving DD No.16A? I went to the house near Shiv Temple, Bhagya Vihar.","where did you go after receiving dd no.16a? i went to the house near shiv temple, bhagya vihar.",[],[],[],[],,,,,,
S407,W03,examination,What was recovered from the house? A decomposed body was recovered from the septic tank.,what was recovered from the house? a decomposed body was recovered from the septic tank.,[],[],[],[],,,,,,
S408,W03,examination,In what condition was the body? The body was reduced to a skeleton.,in what condition was the body? the body was reduced to a skeleton.,[],[],[],[],,,,,,
S409,W04,examination,What action did you take after reaching the spot? I took over investigation and recorded witness statements.,what action did you take after reaching the spot? i took over investigation and recorded witness statements.,[],[],[],[],,,,,,
S410,W04,examination,Was any confession made by the accused? Confessional statements were made but no recovery followed.,was any confession made by the accused? confessional statements were made but no recovery followed.,[],[],[],[],,,,,,
S411,W04,examination,"Was FIR registered in this case? Yes, FIR was registered for murder.","was fir registered in this case? yes, fir was registered for murder.",[],[],[],[],,,,,,
S412,W05,examination,What work did you do at the accused house? I plastered the lid of the septic tank.,what work did you do at the accused house? i plastered the lid of the septic tank.,[],[],[],[],,,,,,
S413,W05,examination,At whose instance did you do the work? At the instance of accused Md. Aslam.,at whose instance did you do the work? at the instance of accused md. aslam.,[],[],[],[],,,,,,
S414,W05,cross_examination,"Did the accused confess the crime to police in your presence? No, I deny any such confession.","did the accused confess the crime to police in your presence? no, i deny any such confession.",[],[],[],[],,,,,,
S415,W06,examination,"Who was residing in the house? Md. Aslam, Meera Devi, Anjali and the deceased.","who was residing in the house? md. aslam, meera devi, anjali and the deceased.",[],[],[],[],,,,,,
S416,W06,cross_examination,"Was Ranjeet permanently residing there? No, he was not a permanent resident.","was ranjeet permanently residing there? no, he was not a permanent resident.",[],[],[],[],,,,,,
S417,W07,examination,Where was the deceased working? At my sweet shop as a helper.,where was the deceased working? at my sweet shop as a helper.,[],[],[],[],,,,,,
S418,W07,examination,When did the deceased leave the job? On 30.06.2013.,when did the deceased leave the job? on 30.06.2013.,[],[],[],[],,,,,,
S419,W08,examination,"Did you conduct the post-mortem? Yes, on 01.12.2013.","did you conduct the post-mortem? yes, on 01.12.2013.",[],[],[],[],,,,,,
S420,W08,examination,"Could you determine the cause of death? No, due to advanced decomposition.","could you determine the cause of death? no, due to advanced decomposition.",[],[],[],[],,,,,,
S421,W08,examination,Was time since death determined? No definite opinion could be given.,was time since death determined? no definite opinion could be given.,[],[],[],[],,,,,,
S422,W01,examination,What was the date of marriage of the deceased? She was married on 28.05.1991.,what was the date of marriage of the deceased? she was married on 28.05.1991.,[],[],[],[],,,,,,
S423,W01,examination,Who was the husband of the deceased? Hira Lal was her husband.,who was the husband of the deceased? hira lal was her husband.,[],[],[],[],,,,,,
S424,W01,examination,"Were dowry demands made after marriage? Yes, Parbhati Devi and Gulab Devi demanded dowry.","were dowry demands made after marriage? yes, parbhati devi and gulab devi demanded dowry.",[],[],[],[],,,,,,
S425,W01,examination,"Did the deceased complain to you? Yes, she complained of harassment.","did the deceased complain to you? yes, she complained of harassment.",[],[],[],[],,,,,,
S426,W01,examination,Did the deceased complain to you? She said Gulab Devi poured kerosene on her.,did the deceased complain to you? she said gulab devi poured kerosene on her.,[],[],[],[],,,,,,
S427,W01,examination,Did you say the deceased committed suicide? I stated either murder or suicide due to harassment.,did you say the deceased committed suicide? i stated either murder or suicide due to harassment.,[],[],[],[],,,,,,
S428,W02,examination,How were you related to the deceased? She was my elder sister.,how were you related to the deceased? she was my elder sister.,[],[],[],[],,,,,,
S429,W02,examination,"Did the deceased face cruelty? Yes, she was harassed for dowry.","did the deceased face cruelty? yes, she was harassed for dowry.",[],[],[],[],,,,,,
S430,W02,examination,Who used to harass her? Parbhati Devi and Gulab Devi.,who used to harass her? parbhati devi and gulab devi.,[],[],[],[],,,,,,
S431,W03,examination,"Did the deceased tell you about harassment? Yes, she told me about dowry harassment.","did the deceased tell you about harassment? yes, she told me about dowry harassment.",[],[],[],[],,,,,,
S432,W03,examination,"Did the deceased name anyone? Yes, Gulab Devi and Parbhati Devi.","did the deceased name anyone? yes, gulab devi and parbhati devi.",[],[],[],[],,,,,,
S433,W04,examination,What DD entry did you receive? DD No.16A dated 05.11.1992.,what dd entry did you receive? dd no.16a dated 05.11.1992.,[],[],[],[],,,,,,
S434,W04,examination,Where did you go after receiving DD? To Deen Dayal Upadhayay Hospital.,where did you go after receiving dd? to deen dayal upadhayay hospital.,[],[],[],[],,,,,,
S435,W04,examination,"Was the victim fit to give statement initially? No, she was declared unfit at 5:00 PM.","was the victim fit to give statement initially? no, she was declared unfit at 5:00 pm.",[],[],[],[],,,,,,
S436,W04,examination,What was seized from the spot? A kerosene stove was seized.,what was seized from the spot? a kerosene stove was seized.,[],[],[],[],,,,,,
S437,W04,examination,"Did you record neighbours’ statements? No, statements were not recorded.","did you record neighbours’ statements? no, statements were not recorded.",[],[],[],[],,,,,,
S438,W05,examination,When was the dying declaration recorded? On 06.11.1992 at about 12:25 PM.,when was the dying declaration recorded? on 06.11.1992 at about 12:25 pm.,[],[],[],[],,,,,,
S439,W05,examination,"Was the deceased fit to give statement? Yes, she was declared fit by the doctor.","was the deceased fit to give statement? yes, she was declared fit by the doctor.",[],[],[],[],,,,,,
S440,W05,examination,What did the deceased state? Gulab Devi poured kerosene on her.,what did the deceased state? gulab devi poured kerosene on her.,[],[],[],[],,,,,,
S441,W06,examination,What opinion did you give at 5:00 PM? The patient was unfit for statement.,what opinion did you give at 5:00 pm? the patient was unfit for statement.,[],[],[],[],,,,,,
S442,W07,examination,When was the patient declared fit? On 06.11.1992 at 12:25 PM.,when was the patient declared fit? on 06.11.1992 at 12:25 pm.,[],[],[],[],,,,,,
S443,W08,examination,What was the cause of death? Shock and toxaemia due to burns.,what was the cause of death? shock and toxaemia due to burns.,[],[],[],[],,,,,,
S444,W08,examination,What was the extent of burns? 100% burns of second and third degree.,what was the extent of burns? 100% burns of second and third degree.,[],[],[],[],,,,,,
S445,W08,examination,Were any other injuries found? No injuries other than burns were found.,were any other injuries found? no injuries other than burns were found.,[],[],[],[],,,,,,
S446,W09,examination,What was the condition of the stove? Burner was bent and washer missing.,what was the condition of the stove? burner was bent and washer missing.,[],[],[],[],,,,,,
S447,W09,examination,"Was the stove functional as seized? No, it was not in working condition.","was the stove functional as seized? no, it was not in working condition.",[],[],[],[],,,,,,
S448,W01,examination,Who conducted the post-mortem of Ashok Kumar? I conducted the post-mortem examination.,who conducted the post-mortem of ashok kumar? i conducted the post-mortem examination.,[],[],[],[],,,,,,
S449,W01,examination,How many injuries were found on the body? Three injuries were found.,how many injuries were found on the body? three injuries were found.,[],[],[],[],,,,,,
S450,W01,examination,What type of injuries were present? Two abrasions and one lacerated wound.,what type of injuries were present? two abrasions and one lacerated wound.,[],[],[],[],,,,,,
S451,W01,examination,What was injury No.3? It was an entry wound of a firearm projectile.,what was injury no.3? it was an entry wound of a firearm projectile.,[],[],[],[],,,,,,
S452,W01,examination,"Was the injury sufficient to cause death? Yes, it was sufficient in the ordinary course of nature.","was the injury sufficient to cause death? yes, it was sufficient in the ordinary course of nature.",[],[],[],[],,,,,,
S453,W02,examination,When was the FIR registered? At about 7:45 AM on 17.04.1996.,when was the fir registered? at about 7:45 am on 17.04.1996.,[],[],[],[],,,,,,
S454,W02,examination,On whose statement was FIR registered? On the statement of Dharampal.,on whose statement was fir registered? on the statement of dharampal.,[],[],[],[],,,,,,
S455,W03,examination,What information did you receive? That a person had been shot at a petrol pump.,what information did you receive? that a person had been shot at a petrol pump.,[],[],[],[],,,,,,
S456,W03,examination,What DD entry was made? DD No.7-B.,what dd entry was made? dd no.7-b.,[],[],[],[],,,,,,
S457,W04,examination,"Where did you go after receiving DD No.7-B? To City Service Centre Petrol Pump, Mangolpuri.","where did you go after receiving dd no.7-b? to city service centre petrol pump, mangolpuri.",[],[],[],[],,,,,,
S458,W04,examination,What did you find at the spot? Dead body of Ashok Kumar with bullet injury.,what did you find at the spot? dead body of ashok kumar with bullet injury.,[],[],[],[],,,,,,
S459,W04,examination,Whose statement did you record at the spot? Statement of Dharampal.,whose statement did you record at the spot? statement of dharampal.,[],[],[],[],,,,,,
S460,W04,examination,What action did you take after recording the statement? Sent it for registration of FIR.,what action did you take after recording the statement? sent it for registration of fir.,[],[],[],[],,,,,,
S461,W05,examination,Where were you working at the time of incident? At City Service Centre Petrol Pump.,where were you working at the time of incident? at city service centre petrol pump.,[],[],[],[],,,,,,
S462,W05,examination,What vehicle came to the petrol pump? A blue coloured TATA 407 tempo.,what vehicle came to the petrol pump? a blue coloured tata 407 tempo.,[],[],[],[],,,,,,
S463,W05,examination,Who was driving the tempo? Appellant Vijay.,who was driving the tempo? appellant vijay.,[],[],[],[],,,,,,
S464,W05,examination,Who was sitting next to the driver? Appellant Hans Raj.,who was sitting next to the driver? appellant hans raj.,[],[],[],[],,,,,,
S465,W05,examination,What demand was made by Vijay? He demanded cash at pistol point.,what demand was made by vijay? he demanded cash at pistol point.,[],[],[],[],,,,,,
S466,W05,examination,What happened when you raised alarm? Co-employees rushed to the spot.,what happened when you raised alarm? co-employees rushed to the spot.,[],[],[],[],,,,,,
S467,W05,examination,Who fired the shot? Hans Raj fired from the tempo.,who fired the shot? hans raj fired from the tempo.,[],[],[],[],,,,,,
S468,W05,examination,Who was hit by the bullet? Ashok Kumar was hit.,who was hit by the bullet? ashok kumar was hit.,[],[],[],[],,,,,,
S469,W06,examination,Where were you when the incident occurred? Sleeping in the cabin at the petrol pump.,where were you when the incident occurred? sleeping in the cabin at the petrol pump.,[],[],[],[],,,,,,
S470,W06,examination,What alerted you? Dharampal informed me about robbery.,what alerted you? dharampal informed me about robbery.,[],[],[],[],,,,,,
S471,W06,examination,What did you see outside? Tempo fleeing and Ashok ahead of others.,what did you see outside? tempo fleeing and ashok ahead of others.,[],[],[],[],,,,,,
S472,W06,examination,Who fired the shot? Hans Raj fired from the tempo.,who fired the shot? hans raj fired from the tempo.,[],[],[],[],,,,,,
S473,W06,examination,Where did the bullet hit Ashok? On his forehead.,where did the bullet hit ashok? on his forehead.,[],[],[],[],,,,,,
S474,W06,cross_examination,"Could you see the driver of the tempo? No, my view was obstructed.","could you see the driver of the tempo? no, my view was obstructed.",[],[],[],[],,,,,,
S475,W07,examination,What did you do after taking over investigation? Prepared site plan and seized exhibits.,what did you do after taking over investigation? prepared site plan and seized exhibits.,[],[],[],[],,,,,,
S476,W07,examination,What was seized from the spot? Blood-stained earth and earth control.,what was seized from the spot? blood-stained earth and earth control.,[],[],[],[],,,,,,
S477,W07,examination,Who took photographs of the scene? Who took photographs of the scene?,who took photographs of the scene? who took photographs of the scene?,[],[],[],[],,,,,,
S478,W08,examination,What did you photograph? Dead body and scene of crime.,what did you photograph? dead body and scene of crime.,[],[],[],[],,,,,,
S479,W08,examination,How many photographs were taken? Nine photographs.,how many photographs were taken? nine photographs.,[],[],[],[],,,,,,
S480,W09,examination,When were the accused arrested? On 29.04.1996.,when were the accused arrested? on 29.04.1996.,[],[],[],[],,,,,,
S481,W09,examination,What was recovered from them? Country-made pistols.,what was recovered from them? country-made pistols.,[],[],[],[],,,,,,
S482,W09,examination,"Did the accused make disclosures? Yes, about their involvement.","did the accused make disclosures? yes, about their involvement.",[],[],[],[],,,,,,
S483,W16,examination,What DD entry was recorded and at what time? DD entry No.60B was recorded at around 02:45 AM on 01.01.1996.,what dd entry was recorded and at what time? dd entry no.60b was recorded at around 02:45 am on 01.01.1996.,[],[],[],[],,,,,,
S484,W17,examination,Where did you go after receiving the DD entry? I went to AIIMS hospital with Const. Surender Singh.,where did you go after receiving the dd entry? i went to aiims hospital with const. surender singh.,[],[],[],[],,,,,,
S485,W17,examination,What did the doctor tell you about the victim’s condition? The doctor said the victim was not fit for making a statement.,what did the doctor tell you about the victim’s condition? the doctor said the victim was not fit for making a statement.,[],[],[],[],,,,,,
S486,W17,examination,"Whom did you meet at the hospital who knew the assailants? I met Ambika Singh, father of the deceased.","whom did you meet at the hospital who knew the assailants? i met ambika singh, father of the deceased.",[],[],[],[],,,,,,
S487,W17,examination,What did you record from Ambika Singh? I recorded his statement Ex.PW-3/A.,what did you record from ambika singh? i recorded his statement ex.pw-3/a.,[],[],[],[],,,,,,
S488,W17,examination,At what time did you make the endorsement for FIR? At around 04:00 AM on 01.01.1996.,at what time did you make the endorsement for fir? at around 04:00 am on 01.01.1996.,[],[],[],[],,,,,,
S489,W17,examination,What happened to the victim at around 03:15 AM? The victim succumbed to injuries around 03:15 AM.,what happened to the victim at around 03:15 am? the victim succumbed to injuries around 03:15 am.,[],[],[],[],,,,,,
S490,W12,examination,Which FIR was registered in this case? FIR No.4/96 was registered.,which fir was registered in this case? fir no.4/96 was registered.,[],[],[],[],,,,,,
S491,W12,examination,When was the FIR registered? At about 04:25 AM on 01.01.1996.,when was the fir registered? at about 04:25 am on 01.01.1996.,[],[],[],[],,,,,,
S492,W12,examination,What did you do after registering FIR? I handed over copy of FIR for delivery to the Magistrate.,what did you do after registering fir? i handed over copy of fir for delivery to the magistrate.,[],[],[],[],,,,,,
S493,W12,examination,"Did you make any roznamcha/DD entries regarding FIR and delivery? Yes, entries were recorded regarding registration and delivery.","did you make any roznamcha/dd entries regarding fir and delivery? yes, entries were recorded regarding registration and delivery.",[],[],[],[],,,,,,
S494,W14,examination,When did you leave to deliver the FIR to the Magistrate? At about 05:00 AM on 01.01.1996.,when did you leave to deliver the fir to the magistrate? at about 05:00 am on 01.01.1996.,[],[],[],[],,,,,,
S495,W14,examination,When did you return after delivering the FIR? At about 06:10 AM on 01.01.1996.,when did you return after delivering the fir? at about 06:10 am on 01.01.1996.,[],[],[],[],,,,,,
S496,W03,examination,When did the appellants come to your house that night? Around 12:30 AM in the intervening night of 31.12 and 01.01.,when did the appellants come to your house that night? around 12:30 am in the intervening night of 31.12 and 01.01.,[],[],[],[],,,,,,
S497,W03,examination,What did the appellants say when calling the deceased? “Happy New Year…come out…we will embrace each other.”,what did the appellants say when calling the deceased? “happy new year…come out…we will embrace each other.”,[],[],[],[],,,,,,
S498,W03,examination,"Did the deceased leave with the appellants? Yes, he went with them saying he would return shortly.","did the deceased leave with the appellants? yes, he went with them saying he would return shortly.",[],[],[],[],,,,,,
S499,W03,examination,What did you hear at around 01:30 AM? I heard the deceased shouting that he had been attacked and to save him.,what did you hear at around 01:30 am? i heard the deceased shouting that he had been attacked and to save him.,[],[],[],[],,,,,,
S500,W03,examination,Where did you find the deceased after the cries? Lying injured on the ground about 20–25 paces from my house.,where did you find the deceased after the cries? lying injured on the ground about 20–25 paces from my house.,[],[],[],[],,,,,,
S501,W03,examination,What did you observe on his body? Wounds on front and back and blood oozing out.,what did you observe on his body? wounds on front and back and blood oozing out.,[],[],[],[],,,,,,
S502,W03,examination,What did the deceased tell you when asked who attacked him? He said Dharma and Dhantru (the appellants) stabbed him with a knife.,what did the deceased tell you when asked who attacked him? he said dharma and dhantru (the appellants) stabbed him with a knife.,[],[],[],[],,,,,,
S503,W03,examination,Who helped take him to hospital? I and neighbour Balwant Singh took him in a car driven by Om Parkash.,who helped take him to hospital? i and neighbour balwant singh took him in a car driven by om parkash.,[],[],[],[],,,,,,
S504,W03,examination,"What did the deceased say while being taken to hospital? He said the appellants told him, “you have seen our notoriety…what we can do.”","what did the deceased say while being taken to hospital? he said the appellants told him, “you have seen our notoriety…what we can do.”",[],[],[],[],,,,,,
S505,W03,examination,When did the deceased become unconscious and what followed? He became unconscious and was admitted; he died around 03:15 AM.,when did the deceased become unconscious and what followed? he became unconscious and was admitted; he died around 03:15 am.,[],[],[],[],,,,,,
S506,W02,examination,Where were you at about 12:30 AM when appellants arrived? I was at my parents’ house watching television.,where were you at about 12:30 am when appellants arrived? i was at my parents’ house watching television.,[],[],[],[],,,,,,
